"Local time in Tallinn (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.10.2022 06:00";"9.8";"753.7";"756.7";"0.4";"86";"Wind blowing from the west-southwest";"7";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"8.5";"13.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"7.5";"1.0";"3";"";"";"";"";
"17.10.2022 05:00";"9.7";"753.4";"756.4";"-0.2";"83";"Wind blowing from the west-southwest";"8";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"No significant weather observed.";"No significant weather observed.";"8.5";"13.7";"";"90  or more, but not 100%";"600-1000";"";"";"35.0";"6.9";"1.0";"3";"";"";"";"";
"17.10.2022 04:00";"10.6";"753.4";"756.4";"0.1";"86";"Wind blowing from the south-west";"5";"10";"10";"90  or more, but not 100%";"Rain, not freezing, slight. ";"No significant weather observed.";"No significant weather observed.";"8.5";"13.7";"";"70 – 80%.";"300-600";"";"";"35.0";"8.4";"No precipitation";"3";"";"";"";"";
"17.10.2022 03:00";"9.8";"753.3";"756.3";"0.5";"87";"Wind blowing from the south-west";"4";"9";"9";"20–30%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"8.5";"14.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"7.8";"No precipitation";"3";"";"";"";"";
"17.10.2022 02:00";"9.1";"753.6";"756.6";"1.1";"90";"Wind blowing from the south-west";"4";"";"18";"no clouds";"No significant weather observed. ";"Showers or intermittent precipitation.";"No significant weather observed.";"8.5";"14.9";"";"";"";"";"";"35.0";"7.6";"3.0";"3";"";"";"";"";
"17.10.2022 01:00";"9.1";"753.3";"756.3";"0.3";"88";"Wind blowing from the south-west";"4";"";"18";"no clouds";"No significant weather observed. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"8.5";"14.9";"";"";"";"";"";"35.0";"7.2";"3.0";"3";"";"";"";"";
"17.10.2022 00:00";"9.1";"752.8";"755.8";"-0.6";"86";"Wind blowing from the south-west";"4";"";"18";"20–30%.";"Lightning visible, no thunder heard. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"8.5";"14.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"6.9";"3.0";"3";"";"";"";"";
"16.10.2022 23:00";"12.8";"752.5";"755.5";"-1.1";"88";"Wind blowing from the south-west";"5";"9";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"No significant weather observed.";"12.3";"14.9";"";"100%.";"300-600";"";"";"35.0";"10.8";"No precipitation";"3";"";"";"";"";
"16.10.2022 22:00";"13.0";"753.0";"756.0";"-1.0";"85";"Wind blowing from the south-southwest";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.8";"14.9";"";"70 – 80%.";"300-600";"";"";"35.0";"10.5";"No precipitation";"3";"";"";"";"";
"16.10.2022 21:00";"12.8";"753.4";"756.4";"-0.6";"89";"Wind blowing from the south-west";"4";"";"10";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"11.3";"14.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"11.0";"2.0";"12";"";"";"";"";
"16.10.2022 20:00";"12.9";"753.6";"756.5";"-0.4";"90";"Wind blowing from the south-southwest";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"No significant weather observed.";"10.9";"14.9";"";"40%.";"300-600";"";"";"35.0";"11.2";"No precipitation";"3";"";"";"";"";
"16.10.2022 19:00";"13.1";"754.0";"757.0";"-0.2";"92";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"10.7";"14.9";"";"90  or more, but not 100%";"300-600";"";"";"23.0";"11.8";"0.5";"3";"";"";"";"";
"16.10.2022 18:00";"13.5";"754.0";"757.0";"-0.4";"91";"Wind blowing from the south-west";"5";"";"10";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.5";"14.9";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"23.0";"12.1";"1.0";"3";"";"";"";"";
"16.10.2022 17:00";"13.5";"754.0";"757.0";"-0.8";"94";"Wind blowing from the south-southwest";"4";"";"9";"100%.";"Precipitation ";"Showers or intermittent precipitation.";"No significant weather observed.";"10.5";"14.9";"";"100%.";"100-200";"";"";"19.0";"12.6";"1.0";"3";"";"";"";"";
"16.10.2022 16:00";"13.2";"754.2";"757.1";"-1.0";"96";"Wind blowing from the south";"3";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"No significant weather observed.";"10.5";"14.9";"";"100%.";"200-300";"";"";"7.0";"12.6";"0.8";"3";"";"";"";"";
"16.10.2022 15:00";"14.3";"754.4";"757.4";"-1.1";"83";"Wind blowing from the south";"5";"8";"8";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.5";"14.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"30.0";"11.5";"No precipitation";"3";"";"";"";"";
"16.10.2022 14:00";"14.8";"754.8";"757.7";"-0.5";"81";"Wind blowing from the south";"4";"";"8";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"10.4";"14.8";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"11.5";"No precipitation";"3";"";"";"";"";
"16.10.2022 13:00";"14.1";"755.2";"758.2";"0.0";"85";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.7";"14.2";"";"90  or more, but not 100%";"300-600";"";"";"27.0";"11.6";"No precipitation";"3";"";"";"";"";
"16.10.2022 12:00";"13.1";"755.5";"758.5";"0.6";"94";"Wind blowing from the south-southwest";"4";"";"8";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"9.7";"13.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"16.0";"12.1";"No precipitation";"3";"";"";"";"";
"16.10.2022 11:00";"12.3";"755.3";"758.3";"0.4";"96";"Wind blowing from the south-southwest";"4";"";"8";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.7";"12.3";"";"100%.";"100-200";"";"";"13.0";"11.6";"No precipitation";"3";"";"";"";"";
"16.10.2022 10:00";"11.8";"755.2";"758.2";"0.2";"97";"Wind blowing from the south";"4";"";"8";"100%.";"No significant weather observed. ";"Showers or intermittent precipitation.";"No significant weather observed.";"9.7";"11.8";"";"100%.";"100-200";"";"";"10.0";"11.3";"0.2";"3";"";"";"";"";
"16.10.2022 09:00";"11.3";"754.9";"757.9";"-0.3";"97";"Wind blowing from the south";"4";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"9.7";"11.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"14.0";"10.8";"0.6";"12";"";"";"";"";
"16.10.2022 08:00";"10.9";"754.9";"757.9";"-0.6";"97";"Wind blowing from the south";"4";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"No significant weather observed.";"9.7";"11.3";"";"100%.";"100-200";"";"";"14.0";"10.4";"0.5";"3";"";"";"";"";
"16.10.2022 07:00";"10.7";"755.0";"758.1";"-0.8";"96";"Wind blowing from the south";"4";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"No significant weather observed.";"9.7";"11.5";"";"100%.";"100-200";"";"";"6.0";"10.1";"0.3";"3";"";"";"";"";
"16.10.2022 06:00";"10.7";"755.2";"758.2";"-0.9";"93";"Wind blowing from the south";"4";"";"";"100%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"9.7";"11.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"9.6";"0.1";"3";"";"";"";"";
"16.10.2022 05:00";"10.9";"755.5";"758.6";"-0.7";"91";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.7";"11.9";"";"70 – 80%.";"300-600";"";"";"20.0";"9.4";"No precipitation";"3";"";"";"";"";
"16.10.2022 04:00";"10.9";"755.8";"758.8";"-0.8";"91";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.7";"11.9";"";"70 – 80%.";"200-300";"";"";"19.0";"9.5";"No precipitation";"3";"";"";"";"";
"16.10.2022 03:00";"10.9";"756.1";"759.2";"-0.4";"92";"Wind blowing from the south";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"9.7";"11.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"14.0";"9.7";"No precipitation";"3";"";"";"";"";
"16.10.2022 02:00";"10.4";"756.2";"759.2";"-0.2";"92";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.7";"11.9";"";"90  or more, but not 100%";"200-300";"";"";"19.0";"9.2";"No precipitation";"3";"";"";"";"";
"16.10.2022 01:00";"9.8";"756.6";"759.6";"0.2";"94";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.6";"11.9";"";"90  or more, but not 100%";"300-600";"";"";"20.0";"8.8";"No precipitation";"3";"";"";"";"";
"16.10.2022 00:00";"10.1";"756.5";"759.6";"0.2";"93";"Wind blowing from the south";"3";"";"";"50%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"9.1";"11.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"21.0";"9.0";"No precipitation";"3";"";"";"";"";
"15.10.2022 23:00";"10.3";"756.4";"759.5";"0.2";"94";"Wind blowing from the south";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.9";"11.9";"";"";"";"";"";"19.0";"9.4";"No precipitation";"3";"";"";"";"";
"15.10.2022 22:00";"10.7";"756.4";"759.4";"0.1";"94";"Wind blowing from the south";"3";"";"";"60%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.3";"11.9";"";"";"2500 or more, or no clouds.";"";"";"19.0";"9.8";"No precipitation";"3";"";"";"";"";
"15.10.2022 21:00";"11.2";"756.3";"759.4";"0.1";"92";"Wind blowing from the south";"3";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.2";"11.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"24.0";"9.9";"No precipitation";"12";"";"";"";"";
"15.10.2022 20:00";"10.9";"756.2";"759.2";"-0.2";"89";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.2";"11.9";"";"";"2500 or more, or no clouds.";"";"";"25.0";"9.2";"No precipitation";"3";"";"";"";"";
"15.10.2022 19:00";"11.5";"756.3";"759.3";"-0.3";"88";"Wind blowing from the south-southeast";"3";"";"";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.2";"11.9";"";"100%.";"600-1000";"";"";"25.0";"9.5";"No precipitation";"3";"";"";"";"";
"15.10.2022 18:00";"11.7";"756.2";"759.2";"-0.5";"87";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.2";"11.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"9.5";"No precipitation";"3";"";"";"";"";
"15.10.2022 17:00";"11.9";"756.4";"759.4";"-0.4";"87";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.2";"11.9";"";"90  or more, but not 100%";"300-600";"";"";"21.0";"9.7";"No precipitation";"3";"";"";"";"";
"15.10.2022 16:00";"11.8";"756.6";"759.6";"-0.2";"86";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.2";"11.9";"";"90  or more, but not 100%";"300-600";"";"";"22.0";"9.5";"No precipitation";"3";"";"";"";"";
"15.10.2022 15:00";"11.1";"756.7";"759.7";"0.0";"89";"Wind blowing from the south";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.2";"11.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"19.0";"9.4";"No precipitation";"3";"";"";"";"";
"15.10.2022 14:00";"10.4";"756.8";"759.9";"0.1";"92";"Wind blowing from the south";"3";"";"";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.2";"10.4";"";"100%.";"100-200";"";"";"22.0";"9.1";"No precipitation";"3";"";"";"";"";
"15.10.2022 13:00";"9.6";"756.8";"759.9";"0.1";"93";"Wind blowing from the south";"3";"";"";"100%.";"No significant weather observed. ";"Blowing phenomena, visibility reduced.";"No significant weather observed.";"8.2";"10.3";"";"100%.";"100-200";"";"";"17.0";"8.5";"No precipitation";"3";"";"";"";"";
"15.10.2022 12:00";"9.1";"756.7";"759.8";"0.1";"94";"Wind blowing from the south";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.2";"10.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"8.1";"No precipitation";"3";"";"";"";"";
"15.10.2022 11:00";"9.0";"756.7";"759.7";"0.1";"96";"Wind blowing from the south";"4";"";"";"100%.";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"Blowing phenomena, visibility reduced.";"Visibility reduced.";"8.2";"10.3";"";"100%.";"100-200";"";"";"10.0";"8.4";"No precipitation";"3";"";"";"";"";
"15.10.2022 10:00";"8.4";"756.7";"759.7";"0.0";"97";"Wind blowing from the south";"3";"";"";"100%.";"Mist. ";"Blowing phenomena, visibility reduced.";"Visibility reduced.";"8.2";"10.3";"";"100%.";"50-100";"";"";"8.0";"8.0";"No precipitation";"3";"";"";"";"";
"15.10.2022 09:00";"8.3";"756.6";"759.6";"-0.1";"98";"Wind blowing from the south";"3";"";"";"100%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.2";"10.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"8.0";"1.0";"12";"";"";"";"";
